filename,class,x1,y1,x2,y2
chatgpt_ctx_000073.jpg,chatgpt,426,632,1610,1002
chatgpt_ctx_000074.jpg,chatgpt,96,126,702,436
chatgpt_ctx_000075.jpg,chatgpt,184,402,1073,844
chatgpt_ctx_000076.jpg,chatgpt,638,60,1072,523
chatgpt_ctx_000077.jpg,chatgpt,914,65,1253,720
chatgpt_ctx_000078.jpg,chatgpt,298,0,1243,720
chatgpt_ctx_000079.jpg,chatgpt,243,0,999,621
chatgpt_ctx_000080.jpg,chatgpt,194,0,822,659
chatgpt_ctx_000081.jpg,chatgpt,148,21,965,331
chatgpt_ctx_000082.jpg,chatgpt,80,0,1023,720
chatgpt_ctx_000083.jpg,chatgpt,38,89,795,376
chatgpt_ctx_000084.jpg,chatgpt,526,735,1373,888
chatgpt_ctx_000085.jpg,chatgpt,701,203,936,293
chatgpt_ctx_000086.jpg,chatgpt,268,127,964,483
chatgpt_ctx_000087.jpg,chatgpt,230,0,845,642
chatgpt_ctx_000088.jpg,chatgpt,59,572,622,687
chatgpt_ctx_000089.jpg,chatgpt,249,334,806,434
chatgpt_ctx_000090.jpg,chatgpt,115,16,1254,603
chatgpt_ctx_000091.jpg,chatgpt,343,129,1065,524
chatgpt_ctx_000092.jpg,chatgpt,852,209,1546,854
chatgpt_ctx_000093.jpg,chatgpt,809,0,1607,511
chatgpt_ctx_000094.jpg,chatgpt,367,78,986,653
chatgpt_ctx_000095.jpg,chatgpt,312,0,1114,1080
chatgpt_ctx_000096.jpg,chatgpt,0,477,839,927
chatgpt_ctx_000097.jpg,chatgpt,0,17,814,462
chatgpt_ctx_000098.jpg,chatgpt,78,0,721,670
chatgpt_ctx_000099.jpg,chatgpt,27,100,1438,390
chatgpt_ctx_000100.jpg,chatgpt,715,3,1533,877
chatgpt_ctx_000101.jpg,chatgpt,1049,417,1885,568
chatgpt_ctx_000102.jpg,chatgpt,506,150,1210,286
chatgpt_ctx_000103.jpg,chatgpt,233,0,1008,1080
chatgpt_ctx_000104.jpg,chatgpt,247,258,1285,793
chatgpt_ctx_000105.jpg,chatgpt,87,0,829,720
chatgpt_ctx_000106.jpg,chatgpt,25,494,507,593
chatgpt_ctx_000107.jpg,chatgpt,168,0,871,720
chatgpt_ctx_000108.jpg,chatgpt,4,360,547,629
chatgpt_ctx_000109.jpg,chatgpt,221,67,941,215
chatgpt_ctx_000110.jpg,chatgpt,4,496,865,651
chatgpt_ctx_000111.jpg,chatgpt,736,451,1909,663
chatgpt_ctx_000112.jpg,chatgpt,1204,359,1808,920
chatgpt_ctx_000113.jpg,chatgpt,526,97,951,187
chatgpt_ctx_000114.jpg,chatgpt,375,47,1239,477
chatgpt_ctx_000115.jpg,chatgpt,876,103,1222,906
chatgpt_ctx_000116.jpg,chatgpt,288,614,1460,855
chatgpt_ctx_000117.jpg,chatgpt,286,294,591,451
chatgpt_ctx_000118.jpg,chatgpt,126,301,458,655
chatgpt_ctx_000119.jpg,chatgpt,1023,326,1491,976
gemini_ctx_000120.jpg,gemini,713,177,1606,784
gemini_ctx_000121.jpg,gemini,11,83,341,343
gemini_ctx_000122.jpg,gemini,225,13,1104,444
gemini_ctx_000123.jpg,gemini,91,114,979,550
gemini_ctx_000124.jpg,gemini,754,505,1365,987
gemini_ctx_000125.jpg,gemini,314,26,1082,541
gemini_ctx_000126.jpg,gemini,606,290,1124,543
gemini_ctx_000127.jpg,gemini,638,338,1066,645
gemini_ctx_000128.jpg,gemini,12,15,344,573
gemini_ctx_000129.jpg,gemini,6,344,783,865
gemini_ctx_000130.jpg,gemini,127,0,939,720
gemini_ctx_000131.jpg,gemini,828,483,1263,614
gemini_ctx_000132.jpg,gemini,87,0,576,579
gemini_ctx_000133.jpg,gemini,1257,206,1603,438
gemini_ctx_000134.jpg,gemini,324,89,909,486
gemini_ctx_000135.jpg,gemini,290,4,1245,653
gemini_ctx_000136.jpg,gemini,170,0,934,720
gemini_ctx_000137.jpg,gemini,174,227,458,704
gemini_ctx_000138.jpg,gemini,421,206,950,582
gemini_ctx_000139.jpg,gemini,0,62,343,310
gemini_ctx_000140.jpg,gemini,285,0,1198,635
gemini_ctx_000141.jpg,gemini,609,264,947,454
gemini_ctx_000142.jpg,gemini,670,248,1093,485
gemini_ctx_000143.jpg,gemini,190,10,1092,450
gemini_ctx_000144.jpg,gemini,444,95,1228,621
gemini_ctx_000145.jpg,gemini,369,360,636,570
gemini_ctx_000146.jpg,gemini,818,503,1084,633
gemini_ctx_000147.jpg,gemini,156,140,973,539
gemini_ctx_000148.jpg,gemini,289,152,991,363
gemini_ctx_000149.jpg,gemini,307,206,1122,604
gemini_ctx_000150.jpg,gemini,529,742,1389,1001
gemini_ctx_000151.jpg,gemini,154,70,685,431
gemini_ctx_000152.jpg,gemini,770,156,1153,271
gemini_ctx_000153.jpg,gemini,0,0,547,607
gemini_ctx_000154.jpg,gemini,744,67,1141,289
gemini_ctx_000155.jpg,gemini,1213,0,1712,874
gemini_ctx_000156.jpg,gemini,480,649,936,904
gemini_ctx_000157.jpg,gemini,431,85,1010,478
gemini_ctx_000158.jpg,gemini,842,451,1311,592
gemini_ctx_000159.jpg,gemini,355,425,1253,930
gemini_ctx_000160.jpg,gemini,0,52,643,432
gemini_ctx_000161.jpg,gemini,968,733,1676,1079
gemini_ctx_000162.jpg,gemini,184,0,1384,943
gemini_ctx_000163.jpg,gemini,314,51,1731,848
gemini_ctx_000164.jpg,gemini,652,165,1250,566
gemini_ctx_000165.jpg,gemini,42,167,311,257
gemini_ctx_000166.jpg,gemini,514,207,918,481
gemini_ctx_000167.jpg,gemini,355,752,782,1038
gemini_ctx_000168.jpg,gemini,517,81,1127,379
gemini_ctx_000169.jpg,gemini,65,0,984,609
gemini_ctx_000170.jpg,gemini,305,295,1007,534
gemini_ctx_000171.jpg,gemini,0,106,738,470
gemini_ctx_000172.jpg,gemini,231,0,1015,620
gemini_ctx_000173.jpg,gemini,72,41,923,519
gemini_ctx_000174.jpg,gemini,628,284,1506,715
gemini_ctx_000175.jpg,gemini,362,80,1112,501
gemini_ctx_000176.jpg,gemini,37,266,422,454
gemini_ctx_000177.jpg,gemini,247,0,1183,720
gemini_ctx_000178.jpg,gemini,759,134,1188,421
gemini_ctx_000179.jpg,gemini,214,0,1077,606
gemini_ctx_000180.jpg,gemini,170,264,507,452
gemini_ctx_000181.jpg,gemini,666,528,1198,827
gemini_ctx_000182.jpg,gemini,332,0,1127,720
gemini_ctx_000183.jpg,gemini,435,68,1085,432
gemini_ctx_000184.jpg,gemini,565,71,944,708
gemini_ctx_000185.jpg,gemini,185,260,1016,510
gemini_ctx_000186.jpg,gemini,690,0,1708,1080
gemini_ctx_000187.jpg,gemini,596,178,1553,933
gemini_ctx_000188.jpg,gemini,14,123,898,620
gemini_ctx_000189.jpg,gemini,105,58,972,647
gemini_ctx_000190.jpg,gemini,140,15,1024,713
gemini_ctx_000191.jpg,gemini,175,187,1104,643
gemini_ctx_000192.jpg,gemini,100,74,955,491
gemini_ctx_000193.jpg,gemini,153,128,956,522
gemini_ctx_000194.jpg,gemini,332,344,770,689
gemini_ctx_000195.jpg,gemini,295,0,1181,701
gemini_ctx_000196.jpg,gemini,333,243,823,629
gemini_ctx_000197.jpg,gemini,355,246,811,501
gemini_ctx_000198.jpg,gemini,384,73,1023,385
gemini_ctx_000199.jpg,gemini,296,0,885,240
gemini_ctx_000200.jpg,gemini,394,0,1145,720
gemini_ctx_000201.jpg,gemini,203,184,899,394
gemini_ctx_000202.jpg,gemini,222,248,496,464
gemini_ctx_000203.jpg,gemini,140,229,698,503
gemini_ctx_000204.jpg,gemini,65,584,620,961
gemini_ctx_000205.jpg,gemini,654,31,1225,351
gemini_ctx_000206.jpg,gemini,590,183,1774,988
gemini_ctx_000207.jpg,gemini,669,224,1055,528
gemini_ctx_000208.jpg,gemini,283,261,1113,666
gemini_ctx_000209.jpg,gemini,304,9,1196,713
gemini_ctx_000210.jpg,gemini,92,0,1067,1080
gemini_ctx_000211.jpg,gemini,404,83,778,683
gemini_ctx_000212.jpg,gemini,218,88,769,457
gemini_ctx_000213.jpg,gemini,561,0,1727,1080
gemini_ctx_000214.jpg,gemini,34,0,954,720
gemini_ctx_000215.jpg,gemini,0,8,621,533
gemini_ctx_000216.jpg,gemini,15,0,886,720
gemini_ctx_000217.jpg,gemini,207,441,1301,1056
gemini_ctx_000218.jpg,gemini,269,189,820,498
gemini_ctx_000219.jpg,gemini,140,83,728,413
gemini_ctx_000220.jpg,gemini,937,252,1638,722
gemini_ctx_000221.jpg,gemini,0,0,1010,973
gemini_ctx_000222.jpg,gemini,165,436,915,632
gemini_ctx_000223.jpg,gemini,140,0,851,471
gemini_ctx_000224.jpg,gemini,204,0,841,251
gemini_ctx_000225.jpg,gemini,964,137,1380,419
gemini_ctx_000226.jpg,gemini,154,286,743,659
gemini_ctx_000227.jpg,gemini,341,174,654,386
gemini_ctx_000228.jpg,gemini,274,0,1155,720
gemini_ctx_000229.jpg,gemini,31,173,466,416
gemini_ctx_000230.jpg,gemini,988,512,1236,651
gemini_ctx_000231.jpg,gemini,0,91,951,876
gemini_ctx_000232.jpg,gemini,318,313,673,554
gemini_ctx_000233.jpg,gemini,364,0,919,720
gemini_ctx_000234.jpg,gemini,973,115,1225,205
gemini_ctx_000235.jpg,gemini,410,604,1338,1057
gemini_ctx_000236.jpg,gemini,831,17,1369,880
gemini_ctx_000237.jpg,gemini,298,0,858,720
gemini_ctx_000238.jpg,gemini,522,206,1177,651
gemini_ctx_000239.jpg,gemini,728,195,1757,894
claude_ctx_000240.jpg,claude,466,457,999,710
claude_ctx_000241.jpg,claude,559,295,985,612
claude_ctx_000242.jpg,claude,593,319,1528,649
claude_ctx_000243.jpg,claude,311,288,1048,638
claude_ctx_000244.jpg,claude,378,9,1272,675
claude_ctx_000245.jpg,claude,118,13,1290,938
claude_ctx_000246.jpg,claude,42,99,770,250
claude_ctx_000247.jpg,claude,199,266,1188,1003
claude_ctx_000248.jpg,claude,0,21,673,351
claude_ctx_000249.jpg,claude,63,195,495,536
claude_ctx_000250.jpg,claude,77,399,308,581
claude_ctx_000251.jpg,claude,183,170,1095,492
claude_ctx_000252.jpg,claude,109,0,624,720
claude_ctx_000253.jpg,claude,469,549,1186,698
claude_ctx_000254.jpg,claude,478,0,832,157
claude_ctx_000255.jpg,claude,343,0,1006,720
claude_ctx_000256.jpg,claude,240,317,1057,635
claude_ctx_000257.jpg,claude,259,112,1209,562
claude_ctx_000258.jpg,claude,118,36,702,497
claude_ctx_000259.jpg,claude,339,79,711,356
claude_ctx_000260.jpg,claude,605,0,1258,720
claude_ctx_000261.jpg,claude,279,178,1058,548
claude_ctx_000262.jpg,claude,475,360,975,597
claude_ctx_000263.jpg,claude,358,0,1103,1080
claude_ctx_000264.jpg,claude,689,0,1187,720
claude_ctx_000265.jpg,claude,661,167,1141,628
claude_ctx_000266.jpg,claude,157,82,892,430
claude_ctx_000267.jpg,claude,9,170,603,409
claude_ctx_000268.jpg,claude,57,720,773,927
claude_ctx_000269.jpg,claude,281,0,1620,959
claude_ctx_000270.jpg,claude,155,0,994,585
claude_ctx_000271.jpg,claude,427,91,1749,718
claude_ctx_000272.jpg,claude,0,115,866,528
claude_ctx_000273.jpg,claude,192,407,789,690
claude_ctx_000274.jpg,claude,458,383,1777,973
claude_ctx_000275.jpg,claude,0,121,1126,593
claude_ctx_000276.jpg,claude,450,54,1440,835
claude_ctx_000277.jpg,claude,142,487,694,1018
claude_ctx_000278.jpg,claude,730,279,1163,484
claude_ctx_000279.jpg,claude,137,3,535,633
claude_ctx_000280.jpg,claude,277,121,787,501
claude_ctx_000281.jpg,claude,400,0,1000,720
claude_ctx_000282.jpg,claude,389,49,1075,374
claude_ctx_000283.jpg,claude,534,0,1049,654
claude_ctx_000284.jpg,claude,437,107,1054,355
claude_ctx_000285.jpg,claude,629,0,1248,720
claude_ctx_000286.jpg,claude,251,22,1094,446
claude_ctx_000287.jpg,claude,171,321,415,411
claude_ctx_000288.jpg,claude,614,31,910,500
claude_ctx_000289.jpg,claude,953,83,1359,723
claude_ctx_000290.jpg,claude,122,129,927,453
claude_ctx_000291.jpg,claude,323,162,1221,588
claude_ctx_000292.jpg,claude,106,188,356,306
claude_ctx_000293.jpg,claude,327,231,1057,577
claude_ctx_000294.jpg,claude,331,313,1234,677
claude_ctx_000295.jpg,claude,338,458,885,571
claude_ctx_000296.jpg,claude,189,37,1081,702
claude_ctx_000297.jpg,claude,23,2,799,276
claude_ctx_000298.jpg,claude,134,135,1023,556
claude_ctx_000299.jpg,claude,0,0,579,942
claude_ctx_000300.jpg,claude,62,201,1008,582
claude_ctx_000301.jpg,claude,144,0,959,720
claude_ctx_000302.jpg,claude,376,262,676,485
claude_ctx_000303.jpg,claude,662,134,1584,1021
claude_ctx_000304.jpg,claude,259,363,1392,900
claude_ctx_000305.jpg,claude,383,216,1102,505
claude_ctx_000306.jpg,claude,319,13,1144,404
claude_ctx_000307.jpg,claude,0,410,459,531
claude_ctx_000308.jpg,claude,297,4,931,614
claude_ctx_000309.jpg,claude,1275,661,1748,1013
claude_ctx_000310.jpg,claude,370,0,1244,720
claude_ctx_000311.jpg,claude,505,310,1882,796
claude_ctx_000312.jpg,claude,393,23,1196,404
claude_ctx_000313.jpg,claude,425,213,1068,566
claude_ctx_000314.jpg,claude,251,155,1285,520
claude_ctx_000315.jpg,claude,1152,79,1538,234
claude_ctx_000316.jpg,claude,86,2,1395,1035
claude_ctx_000317.jpg,claude,1333,127,1730,315
claude_ctx_000318.jpg,claude,100,150,593,324
claude_ctx_000319.jpg,claude,450,44,1144,711
claude_ctx_000320.jpg,claude,155,150,1108,534
claude_ctx_000321.jpg,claude,586,158,1121,557
claude_ctx_000322.jpg,claude,838,396,1539,643
claude_ctx_000323.jpg,claude,978,316,1270,546
claude_ctx_000324.jpg,claude,411,301,1084,619
claude_ctx_000325.jpg,claude,254,0,720,583
claude_ctx_000326.jpg,claude,128,155,833,489
claude_ctx_000327.jpg,claude,176,582,1443,845
claude_ctx_000328.jpg,claude,267,0,1647,1080
claude_ctx_000329.jpg,claude,360,0,1243,720
claude_ctx_000330.jpg,claude,781,0,1140,143
claude_ctx_000331.jpg,claude,235,207,754,594
claude_ctx_000332.jpg,claude,694,11,1124,331
claude_ctx_000333.jpg,claude,140,1,1096,714
claude_ctx_000334.jpg,claude,783,0,1375,277
claude_ctx_000335.jpg,claude,597,59,1090,237
claude_ctx_000336.jpg,claude,12,304,321,601
claude_ctx_000337.jpg,claude,366,79,1071,604
claude_ctx_000338.jpg,claude,352,200,622,308
claude_ctx_000339.jpg,claude,465,21,813,355
claude_ctx_000340.jpg,claude,290,178,665,268
claude_ctx_000341.jpg,claude,807,86,1111,213
claude_ctx_000342.jpg,claude,314,33,1121,416
claude_ctx_000343.jpg,claude,137,384,769,638
claude_ctx_000344.jpg,claude,271,76,899,373
claude_ctx_000345.jpg,claude,387,59,1190,693
claude_ctx_000346.jpg,claude,1167,0,1738,1011
claude_ctx_000347.jpg,claude,0,272,319,362
claude_ctx_000348.jpg,claude,281,243,951,513
claude_ctx_000349.jpg,claude,90,121,898,289
claude_ctx_000350.jpg,claude,743,222,1022,430
claude_ctx_000351.jpg,claude,139,1,1260,1079
claude_ctx_000352.jpg,claude,400,21,1020,617
claude_ctx_000353.jpg,claude,107,612,790,754
claude_ctx_000354.jpg,claude,116,25,434,115
claude_ctx_000355.jpg,claude,132,263,856,413
claude_ctx_000356.jpg,claude,168,68,1088,503
claude_ctx_000357.jpg,claude,177,151,499,661
claude_ctx_000358.jpg,claude,159,493,705,606
claude_ctx_000359.jpg,claude,145,418,1026,835
